odf,delta,dataset,sample_index,pair_k,from,to,from_root,to_root,from_qual,to_qual,same_root,detected
spectral-flux,0.1,normal_no-sustain,2,6,E min,C dim,E,C,min,dim,False,0
spectral-flux,0.1,normal_no-sustain,2,7,C dim,A♯ dim,C,A♯,dim,dim,False,1
spectral-flux,0.1,normal_no-sustain,2,8,A♯ dim,F dim,A♯,F,dim,dim,False,0
spectral-flux,0.1,normal_no-sustain,3,0,G dim,C♯ maj,G,C♯,dim,maj,False,0
spectral-flux,0.1,normal_no-sustain,3,1,C♯ maj,F maj,C♯,F,maj,maj,False,0
spectral-flux,0.1,normal_no-sustain,3,2,F maj,F♯ maj,F,F♯,maj,maj,False,0
spectral-flux,0.1,normal_no-sustain,3,3,F♯ maj,D min,F♯,D,maj,min,False,1
spectral-flux,0.1,normal_no-sustain,3,4,D min,B maj,D,B,min,maj,False,1
spectral-flux,0.1,normal_no-sustain,3,5,B maj,F dim,B,F,maj,dim,False,0
spectral-flux,0.1,normal_no-sustain,3,6,F dim,D min,F,D,dim,min,False,0
spectral-flux,0.1,normal_no-sustain,3,7,D min,G maj,D,G,min,maj,False,0
spectral-flux,0.1,normal_no-sustain,3,8,G maj,E maj,G,E,maj,maj,False,0
spectral-flux,0.1,normal_no-sustain,4,0,C maj,G♯ min,C,G♯,maj,min,False,0
spectral-flux,0.1,normal_no-sustain,4,1,G♯ min,F maj,G♯,F,min,maj,False,1
spectral-flux,0.1,normal_no-sustain,4,2,F maj,D dim,F,D,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,4,3,D dim,D♯ min,D,D♯,dim,min,False,1
spectral-flux,0.1,normal_no-sustain,4,4,D♯ min,A♯ min,D♯,A♯,min,min,False,1
spectral-flux,0.1,normal_no-sustain,4,5,A♯ min,G♯ min,A♯,G♯,min,min,False,1
spectral-flux,0.1,normal_no-sustain,4,6,G♯ min,G♯ min,G♯,G♯,min,min,True,1
spectral-flux,0.1,normal_no-sustain,4,7,G♯ min,B dim,G♯,B,min,dim,False,1
spectral-flux,0.1,normal_no-sustain,4,8,B dim,B maj,B,B,dim,maj,True,0
spectral-flux,0.1,normal_no-sustain,5,0,G♯ maj,F dim,G♯,F,maj,dim,False,0
spectral-flux,0.1,normal_no-sustain,5,1,F dim,D min,F,D,dim,min,False,1
spectral-flux,0.1,normal_no-sustain,5,2,D min,C min,D,C,min,min,False,1
spectral-flux,0.1,normal_no-sustain,5,3,C min,A♯ min,C,A♯,min,min,False,1
spectral-flux,0.1,normal_no-sustain,5,4,A♯ min,A min,A♯,A,min,min,False,0
spectral-flux,0.1,normal_no-sustain,5,5,A min,B min,A,B,min,min,False,1
spectral-flux,0.1,normal_no-sustain,5,6,B min,G♯ min,B,G♯,min,min,False,1
spectral-flux,0.1,normal_no-sustain,5,7,G♯ min,B maj,G♯,B,min,maj,False,1
spectral-flux,0.1,normal_no-sustain,5,8,B maj,A♯ maj,B,A♯,maj,maj,False,1
spectral-flux,0.1,normal_no-sustain,6,0,C♯ min,A maj,C♯,A,min,maj,False,1
spectral-flux,0.1,normal_no-sustain,6,1,A maj,B dim,A,B,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,6,2,B dim,C♯ dim,B,C♯,dim,dim,False,1
spectral-flux,0.1,normal_no-sustain,6,3,C♯ dim,F dim,C♯,F,dim,dim,False,1
spectral-flux,0.1,normal_no-sustain,6,4,F dim,D maj,F,D,dim,maj,False,0
spectral-flux,0.1,normal_no-sustain,6,5,D maj,A maj,D,A,maj,maj,False,0
spectral-flux,0.1,normal_no-sustain,6,6,A maj,G♯ dim,A,G♯,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,6,7,G♯ dim,A♯ maj,G♯,A♯,dim,maj,False,1
spectral-flux,0.1,normal_no-sustain,6,8,A♯ maj,G♯ dim,A♯,G♯,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,7,0,B min,F♯ min,B,F♯,min,min,False,0
spectral-flux,0.1,normal_no-sustain,7,1,F♯ min,B min,F♯,B,min,min,False,0
spectral-flux,0.1,normal_no-sustain,7,2,B min,C♯ dim,B,C♯,min,dim,False,1
spectral-flux,0.1,normal_no-sustain,7,3,C♯ dim,B maj,C♯,B,dim,maj,False,0
spectral-flux,0.1,normal_no-sustain,7,4,B maj,D♯ dim,B,D♯,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,7,5,D♯ dim,B dim,D♯,B,dim,dim,False,1
spectral-flux,0.1,normal_no-sustain,7,6,B dim,D♯ maj,B,D♯,dim,maj,False,1
spectral-flux,0.1,normal_no-sustain,7,7,D♯ maj,B maj,D♯,B,maj,maj,False,1
spectral-flux,0.1,normal_no-sustain,7,8,B maj,F♯ dim,B,F♯,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,8,0,C♯ maj,B min,C♯,B,maj,min,False,1
spectral-flux,0.1,normal_no-sustain,8,1,B min,D min,B,D,min,min,False,1
spectral-flux,0.1,normal_no-sustain,8,2,D min,F min,D,F,min,min,False,0
spectral-flux,0.1,normal_no-sustain,8,3,F min,F♯ min,F,F♯,min,min,False,1
spectral-flux,0.1,normal_no-sustain,8,4,F♯ min,C maj,F♯,C,min,maj,False,0
spectral-flux,0.1,normal_no-sustain,8,5,C maj,C maj,C,C,maj,maj,True,1
spectral-flux,0.1,normal_no-sustain,8,6,C maj,E min,C,E,maj,min,False,0
spectral-flux,0.1,normal_no-sustain,8,7,E min,D maj,E,D,min,maj,False,1
spectral-flux,0.1,normal_no-sustain,8,8,D maj,C♯ min,D,C♯,maj,min,False,1
spectral-flux,0.1,normal_no-sustain,9,0,C min,A♯ maj,C,A♯,min,maj,False,1
spectral-flux,0.1,normal_no-sustain,9,1,A♯ maj,G♯ maj,A♯,G♯,maj,maj,False,1
spectral-flux,0.1,normal_no-sustain,9,2,G♯ maj,A♯ dim,G♯,A♯,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,9,3,A♯ dim,D maj,A♯,D,dim,maj,False,0
spectral-flux,0.1,normal_no-sustain,9,4,D maj,C dim,D,C,maj,dim,False,0
spectral-flux,0.1,normal_no-sustain,9,5,C dim,D dim,C,D,dim,dim,False,0
spectral-flux,0.1,normal_no-sustain,9,6,D dim,B maj,D,B,dim,maj,False,0
spectral-flux,0.1,normal_no-sustain,9,7,B maj,F♯ dim,B,F♯,maj,dim,False,0
spectral-flux,0.1,normal_no-sustain,9,8,F♯ dim,C♯ maj,F♯,C♯,dim,maj,False,0
spectral-flux,0.1,normal_no-sustain,10,0,G maj,D♯ min,G,D♯,maj,min,False,0
spectral-flux,0.1,normal_no-sustain,10,1,D♯ min,D min,D♯,D,min,min,False,0
spectral-flux,0.1,normal_no-sustain,10,2,D min,C min,D,C,min,min,False,1
spectral-flux,0.1,normal_no-sustain,10,3,C min,D maj,C,D,min,maj,False,1
spectral-flux,0.1,normal_no-sustain,10,4,D maj,D maj,D,D,maj,maj,True,0
spectral-flux,0.1,normal_no-sustain,10,5,D maj,D♯ min,D,D♯,maj,min,False,0
spectral-flux,0.1,normal_no-sustain,10,6,D♯ min,G dim,D♯,G,min,dim,False,1
spectral-flux,0.1,normal_no-sustain,10,7,G dim,C min,G,C,dim,min,False,0
spectral-flux,0.1,normal_no-sustain,10,8,C min,C♯ min,C,C♯,min,min,False,0
spectral-flux,0.1,normal_no-sustain,11,0,B maj,F♯ min,B,F♯,maj,min,False,0
spectral-flux,0.1,normal_no-sustain,11,1,F♯ min,C♯ dim,F♯,C♯,min,dim,False,0
spectral-flux,0.1,normal_no-sustain,11,2,C♯ dim,B dim,C♯,B,dim,dim,False,0
spectral-flux,0.1,normal_no-sustain,11,3,B dim,F♯ maj,B,F♯,dim,maj,False,0
spectral-flux,0.1,normal_no-sustain,11,4,F♯ maj,B dim,F♯,B,maj,dim,False,0
spectral-flux,0.1,normal_no-sustain,11,5,B dim,F dim,B,F,dim,dim,False,1
spectral-flux,0.1,normal_no-sustain,11,6,F dim,D dim,F,D,dim,dim,False,1
spectral-flux,0.1,normal_no-sustain,11,7,D dim,D min,D,D,dim,min,True,0
spectral-flux,0.1,normal_no-sustain,11,8,D min,F maj,D,F,min,maj,False,1
spectral-flux,0.1,normal_no-sustain,12,0,G maj,G dim,G,G,maj,dim,True,1
spectral-flux,0.1,normal_no-sustain,12,1,G dim,G dim,G,G,dim,dim,True,1
spectral-flux,0.1,normal_no-sustain,12,2,G dim,A♯ dim,G,A♯,dim,dim,False,0
spectral-flux,0.1,normal_no-sustain,12,3,A♯ dim,D♯ dim,A♯,D♯,dim,dim,False,0
spectral-flux,0.1,normal_no-sustain,12,4,D♯ dim,F♯ maj,D♯,F♯,dim,maj,False,1
spectral-flux,0.1,normal_no-sustain,12,5,F♯ maj,B dim,F♯,B,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,12,6,B dim,D min,B,D,dim,min,False,0
spectral-flux,0.1,normal_no-sustain,12,7,D min,C♯ min,D,C♯,min,min,False,0
spectral-flux,0.1,normal_no-sustain,12,8,C♯ min,C♯ min,C♯,C♯,min,min,True,1
spectral-flux,0.1,normal_no-sustain,13,0,B min,F maj,B,F,min,maj,False,1
spectral-flux,0.1,normal_no-sustain,13,1,F maj,D♯ dim,F,D♯,maj,dim,False,0
spectral-flux,0.1,normal_no-sustain,13,2,D♯ dim,F dim,D♯,F,dim,dim,False,1
spectral-flux,0.1,normal_no-sustain,13,3,F dim,A♯ maj,F,A♯,dim,maj,False,1
spectral-flux,0.1,normal_no-sustain,13,4,A♯ maj,C dim,A♯,C,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,13,5,C dim,C maj,C,C,dim,maj,True,1
spectral-flux,0.1,normal_no-sustain,13,6,C maj,F min,C,F,maj,min,False,1
spectral-flux,0.1,normal_no-sustain,13,7,F min,E dim,F,E,min,dim,False,0
spectral-flux,0.1,normal_no-sustain,13,8,E dim,D♯ maj,E,D♯,dim,maj,False,1
spectral-flux,0.1,normal_no-sustain,14,0,A♯ min,A♯ min,A♯,A♯,min,min,True,1
spectral-flux,0.1,normal_no-sustain,14,1,A♯ min,F dim,A♯,F,min,dim,False,0
spectral-flux,0.1,normal_no-sustain,14,2,F dim,A♯ dim,F,A♯,dim,dim,False,1
spectral-flux,0.1,normal_no-sustain,14,3,A♯ dim,A dim,A♯,A,dim,dim,False,0
spectral-flux,0.1,normal_no-sustain,14,4,A dim,F♯ maj,A,F♯,dim,maj,False,0
spectral-flux,0.1,normal_no-sustain,14,5,F♯ maj,A♯ dim,F♯,A♯,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,14,6,A♯ dim,F♯ maj,A♯,F♯,dim,maj,False,1
spectral-flux,0.1,normal_no-sustain,14,7,F♯ maj,G♯ maj,F♯,G♯,maj,maj,False,0
spectral-flux,0.1,normal_no-sustain,14,8,G♯ maj,F min,G♯,F,maj,min,False,0
spectral-flux,0.1,normal_no-sustain,15,0,C♯ min,B min,C♯,B,min,min,False,1
spectral-flux,0.1,normal_no-sustain,15,1,B min,C♯ dim,B,C♯,min,dim,False,1
spectral-flux,0.1,normal_no-sustain,15,2,C♯ dim,A♯ maj,C♯,A♯,dim,maj,False,0
spectral-flux,0.1,normal_no-sustain,15,3,A♯ maj,F maj,A♯,F,maj,maj,False,0
spectral-flux,0.1,normal_no-sustain,15,4,F maj,D dim,F,D,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,15,5,D dim,A♯ dim,D,A♯,dim,dim,False,1
spectral-flux,0.1,normal_no-sustain,15,6,A♯ dim,D♯ min,A♯,D♯,dim,min,False,0
spectral-flux,0.1,normal_no-sustain,15,7,D♯ min,D♯ maj,D♯,D♯,min,maj,True,0
spectral-flux,0.1,normal_no-sustain,15,8,D♯ maj,F dim,D♯,F,maj,dim,False,0
spectral-flux,0.1,normal_no-sustain,16,0,F min,F♯ min,F,F♯,min,min,False,1
spectral-flux,0.1,normal_no-sustain,16,1,F♯ min,F♯ maj,F♯,F♯,min,maj,True,1
spectral-flux,0.1,normal_no-sustain,16,2,F♯ maj,F♯ min,F♯,F♯,maj,min,True,0
spectral-flux,0.1,normal_no-sustain,16,3,F♯ min,C maj,F♯,C,min,maj,False,0
spectral-flux,0.1,normal_no-sustain,16,4,C maj,A maj,C,A,maj,maj,False,1
spectral-flux,0.1,normal_no-sustain,16,5,A maj,C♯ maj,A,C♯,maj,maj,False,0
spectral-flux,0.1,normal_no-sustain,16,6,C♯ maj,B dim,C♯,B,maj,dim,False,0
spectral-flux,0.1,normal_no-sustain,16,7,B dim,F maj,B,F,dim,maj,False,0
spectral-flux,0.1,normal_no-sustain,16,8,F maj,G♯ dim,F,G♯,maj,dim,False,0
spectral-flux,0.1,normal_no-sustain,17,0,C min,F min,C,F,min,min,False,1
spectral-flux,0.1,normal_no-sustain,17,1,F min,F♯ maj,F,F♯,min,maj,False,0
spectral-flux,0.1,normal_no-sustain,17,2,F♯ maj,A maj,F♯,A,maj,maj,False,0
spectral-flux,0.1,normal_no-sustain,17,3,A maj,F maj,A,F,maj,maj,False,0
spectral-flux,0.1,normal_no-sustain,17,4,F maj,C♯ min,F,C♯,maj,min,False,0
spectral-flux,0.1,normal_no-sustain,17,5,C♯ min,C♯ maj,C♯,C♯,min,maj,True,0
spectral-flux,0.1,normal_no-sustain,17,6,C♯ maj,F♯ dim,C♯,F♯,maj,dim,False,0
spectral-flux,0.1,normal_no-sustain,17,7,F♯ dim,F min,F♯,F,dim,min,False,0
spectral-flux,0.1,normal_no-sustain,17,8,F min,A min,F,A,min,min,False,0
spectral-flux,0.1,normal_no-sustain,18,0,A♯ dim,A♯ maj,A♯,A♯,dim,maj,True,1
spectral-flux,0.1,normal_no-sustain,18,1,A♯ maj,D dim,A♯,D,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,18,2,D dim,C min,D,C,dim,min,False,1
spectral-flux,0.1,normal_no-sustain,18,3,C min,G♯ min,C,G♯,min,min,False,1
spectral-flux,0.1,normal_no-sustain,18,4,G♯ min,D maj,G♯,D,min,maj,False,1
spectral-flux,0.1,normal_no-sustain,18,5,D maj,D♯ maj,D,D♯,maj,maj,False,1
spectral-flux,0.1,normal_no-sustain,18,6,D♯ maj,D dim,D♯,D,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,18,7,D dim,F♯ maj,D,F♯,dim,maj,False,1
spectral-flux,0.1,normal_no-sustain,18,8,F♯ maj,D♯ dim,F♯,D♯,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,19,0,A maj,F min,A,F,maj,min,False,1
spectral-flux,0.1,normal_no-sustain,19,1,F min,G min,F,G,min,min,False,1
spectral-flux,0.1,normal_no-sustain,19,2,G min,G♯ min,G,G♯,min,min,False,1
spectral-flux,0.1,normal_no-sustain,19,3,G♯ min,C min,G♯,C,min,min,False,1
spectral-flux,0.1,normal_no-sustain,19,4,C min,D♯ dim,C,D♯,min,dim,False,1
spectral-flux,0.1,normal_no-sustain,19,5,D♯ dim,C dim,D♯,C,dim,dim,False,1
spectral-flux,0.1,normal_no-sustain,19,6,C dim,A♯ min,C,A♯,dim,min,False,1
spectral-flux,0.1,normal_no-sustain,19,7,A♯ min,A dim,A♯,A,min,dim,False,1
spectral-flux,0.1,normal_no-sustain,19,8,A dim,G♯ min,A,G♯,dim,min,False,1
spectral-flux,0.1,normal_no-sustain,20,0,C dim,A dim,C,A,dim,dim,False,1
spectral-flux,0.1,normal_no-sustain,20,1,A dim,A♯ dim,A,A♯,dim,dim,False,0
spectral-flux,0.1,normal_no-sustain,20,2,A♯ dim,D maj,A♯,D,dim,maj,False,0
spectral-flux,0.1,normal_no-sustain,20,3,D maj,C♯ maj,D,C♯,maj,maj,False,1
spectral-flux,0.1,normal_no-sustain,20,4,C♯ maj,B maj,C♯,B,maj,maj,False,0
spectral-flux,0.1,normal_no-sustain,20,5,B maj,A♯ dim,B,A♯,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,20,6,A♯ dim,C♯ dim,A♯,C♯,dim,dim,False,0
spectral-flux,0.1,normal_no-sustain,20,7,C♯ dim,G♯ dim,C♯,G♯,dim,dim,False,1
spectral-flux,0.1,normal_no-sustain,20,8,G♯ dim,C♯ min,G♯,C♯,dim,min,False,0
spectral-flux,0.1,normal_no-sustain,21,0,D dim,C maj,D,C,dim,maj,False,0
spectral-flux,0.1,normal_no-sustain,21,1,C maj,A♯ min,C,A♯,maj,min,False,1
spectral-flux,0.1,normal_no-sustain,21,2,A♯ min,G min,A♯,G,min,min,False,0
spectral-flux,0.1,normal_no-sustain,21,3,G min,F dim,G,F,min,dim,False,0
spectral-flux,0.1,normal_no-sustain,21,4,F dim,A♯ dim,F,A♯,dim,dim,False,0
spectral-flux,0.1,normal_no-sustain,21,5,A♯ dim,B maj,A♯,B,dim,maj,False,1
spectral-flux,0.1,normal_no-sustain,21,6,B maj,D min,B,D,maj,min,False,1
spectral-flux,0.1,normal_no-sustain,21,7,D min,F maj,D,F,min,maj,False,0
spectral-flux,0.1,normal_no-sustain,21,8,F maj,G♯ dim,F,G♯,maj,dim,False,0
spectral-flux,0.1,normal_no-sustain,22,0,A♯ maj,F♯ dim,A♯,F♯,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,22,1,F♯ dim,F♯ dim,F♯,F♯,dim,dim,True,0
spectral-flux,0.1,normal_no-sustain,22,2,F♯ dim,C dim,F♯,C,dim,dim,False,0
spectral-flux,0.1,normal_no-sustain,22,3,C dim,D min,C,D,dim,min,False,0
spectral-flux,0.1,normal_no-sustain,22,4,D min,F dim,D,F,min,dim,False,1
spectral-flux,0.1,normal_no-sustain,22,5,F dim,C♯ dim,F,C♯,dim,dim,False,0
spectral-flux,0.1,normal_no-sustain,22,6,C♯ dim,A min,C♯,A,dim,min,False,0
spectral-flux,0.1,normal_no-sustain,22,7,A min,A maj,A,A,min,maj,True,1
spectral-flux,0.1,normal_no-sustain,22,8,A maj,C maj,A,C,maj,maj,False,0
spectral-flux,0.1,normal_no-sustain,23,0,A dim,B maj,A,B,dim,maj,False,1
spectral-flux,0.1,normal_no-sustain,23,1,B maj,G maj,B,G,maj,maj,False,1
spectral-flux,0.1,normal_no-sustain,23,2,G maj,C♯ min,G,C♯,maj,min,False,0
spectral-flux,0.1,normal_no-sustain,23,3,C♯ min,A♯ dim,C♯,A♯,min,dim,False,0
spectral-flux,0.1,normal_no-sustain,23,4,A♯ dim,A maj,A♯,A,dim,maj,False,1
spectral-flux,0.1,normal_no-sustain,23,5,A maj,F♯ dim,A,F♯,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,23,6,F♯ dim,G♯ min,F♯,G♯,dim,min,False,1
spectral-flux,0.1,normal_no-sustain,23,7,G♯ min,D♯ dim,G♯,D♯,min,dim,False,1
spectral-flux,0.1,normal_no-sustain,23,8,D♯ dim,A maj,D♯,A,dim,maj,False,0
spectral-flux,0.1,normal_no-sustain,24,0,C dim,F dim,C,F,dim,dim,False,0
spectral-flux,0.1,normal_no-sustain,24,1,F dim,D♯ maj,F,D♯,dim,maj,False,0
spectral-flux,0.1,normal_no-sustain,24,2,D♯ maj,B maj,D♯,B,maj,maj,False,0
spectral-flux,0.1,normal_no-sustain,24,3,B maj,E min,B,E,maj,min,False,0
spectral-flux,0.1,normal_no-sustain,24,4,E min,F maj,E,F,min,maj,False,0
spectral-flux,0.1,normal_no-sustain,24,5,F maj,C♯ maj,F,C♯,maj,maj,False,0
spectral-flux,0.1,normal_no-sustain,24,6,C♯ maj,A dim,C♯,A,maj,dim,False,0
spectral-flux,0.1,normal_no-sustain,24,7,A dim,F♯ min,A,F♯,dim,min,False,1
spectral-flux,0.1,normal_no-sustain,24,8,F♯ min,C♯ maj,F♯,C♯,min,maj,False,1
spectral-flux,0.1,normal_no-sustain,25,0,A dim,G dim,A,G,dim,dim,False,1
spectral-flux,0.1,normal_no-sustain,25,1,G dim,F♯ dim,G,F♯,dim,dim,False,0
spectral-flux,0.1,normal_no-sustain,25,2,F♯ dim,C min,F♯,C,dim,min,False,1
spectral-flux,0.1,normal_no-sustain,25,3,C min,C♯ dim,C,C♯,min,dim,False,0
spectral-flux,0.1,normal_no-sustain,25,4,C♯ dim,F♯ maj,C♯,F♯,dim,maj,False,0
spectral-flux,0.1,normal_no-sustain,25,5,F♯ maj,G♯ maj,F♯,G♯,maj,maj,False,1
spectral-flux,0.1,normal_no-sustain,25,6,G♯ maj,G dim,G♯,G,maj,dim,False,0
spectral-flux,0.1,normal_no-sustain,25,7,G dim,D dim,G,D,dim,dim,False,0
spectral-flux,0.1,normal_no-sustain,25,8,D dim,A min,D,A,dim,min,False,0
spectral-flux,0.1,normal_no-sustain,26,0,B min,B min,B,B,min,min,True,0
spectral-flux,0.1,normal_no-sustain,26,1,B min,B dim,B,B,min,dim,True,0
spectral-flux,0.1,normal_no-sustain,26,2,B dim,C♯ dim,B,C♯,dim,dim,False,1
spectral-flux,0.1,normal_no-sustain,26,3,C♯ dim,F♯ min,C♯,F♯,dim,min,False,1
spectral-flux,0.1,normal_no-sustain,26,4,F♯ min,F♯ dim,F♯,F♯,min,dim,True,1
spectral-flux,0.1,normal_no-sustain,26,5,F♯ dim,D♯ maj,F♯,D♯,dim,maj,False,0
spectral-flux,0.1,normal_no-sustain,26,6,D♯ maj,D maj,D♯,D,maj,maj,False,1
spectral-flux,0.1,normal_no-sustain,26,7,D maj,A♯ min,D,A♯,maj,min,False,1
spectral-flux,0.1,normal_no-sustain,26,8,A♯ min,F♯ min,A♯,F♯,min,min,False,0
spectral-flux,0.1,normal_no-sustain,27,0,G♯ min,B min,G♯,B,min,min,False,1
spectral-flux,0.1,normal_no-sustain,27,1,B min,A♯ dim,B,A♯,min,dim,False,1
spectral-flux,0.1,normal_no-sustain,27,2,A♯ dim,F min,A♯,F,dim,min,False,0
spectral-flux,0.1,normal_no-sustain,27,3,F min,B maj,F,B,min,maj,False,0
spectral-flux,0.1,normal_no-sustain,27,4,B maj,G♯ min,B,G♯,maj,min,False,1
spectral-flux,0.1,normal_no-sustain,27,5,G♯ min,E min,G♯,E,min,min,False,1
spectral-flux,0.1,normal_no-sustain,27,6,E min,D♯ maj,E,D♯,min,maj,False,1
spectral-flux,0.1,normal_no-sustain,27,7,D♯ maj,C♯ maj,D♯,C♯,maj,maj,False,1
spectral-flux,0.1,normal_no-sustain,27,8,C♯ maj,D dim,C♯,D,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,28,0,D♯ dim,C dim,D♯,C,dim,dim,False,0
spectral-flux,0.1,normal_no-sustain,28,1,C dim,F♯ min,C,F♯,dim,min,False,1
spectral-flux,0.1,normal_no-sustain,28,2,F♯ min,A min,F♯,A,min,min,False,1
spectral-flux,0.1,normal_no-sustain,28,3,A min,C min,A,C,min,min,False,1
spectral-flux,0.1,normal_no-sustain,28,4,C min,A♯ dim,C,A♯,min,dim,False,1
spectral-flux,0.1,normal_no-sustain,28,5,A♯ dim,F♯ min,A♯,F♯,dim,min,False,0
spectral-flux,0.1,normal_no-sustain,28,6,F♯ min,F♯ min,F♯,F♯,min,min,True,1
spectral-flux,0.1,normal_no-sustain,28,7,F♯ min,B maj,F♯,B,min,maj,False,0
spectral-flux,0.1,normal_no-sustain,28,8,B maj,D♯ min,B,D♯,maj,min,False,1
spectral-flux,0.1,normal_no-sustain,29,0,A♯ dim,E maj,A♯,E,dim,maj,False,1
spectral-flux,0.1,normal_no-sustain,29,1,E maj,F maj,E,F,maj,maj,False,1
spectral-flux,0.1,normal_no-sustain,29,2,F maj,G♯ dim,F,G♯,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,29,3,G♯ dim,A dim,G♯,A,dim,dim,False,0
spectral-flux,0.1,normal_no-sustain,29,4,A dim,F maj,A,F,dim,maj,False,0
spectral-flux,0.1,normal_no-sustain,29,5,F maj,A♯ dim,F,A♯,maj,dim,False,0
spectral-flux,0.1,normal_no-sustain,29,6,A♯ dim,D dim,A♯,D,dim,dim,False,0
spectral-flux,0.1,normal_no-sustain,29,7,D dim,C dim,D,C,dim,dim,False,0
spectral-flux,0.1,normal_no-sustain,29,8,C dim,G dim,C,G,dim,dim,False,1
spectral-flux,0.1,normal_no-sustain,30,0,F dim,C♯ min,F,C♯,dim,min,False,0
spectral-flux,0.1,normal_no-sustain,30,1,C♯ min,B maj,C♯,B,min,maj,False,0
spectral-flux,0.1,normal_no-sustain,30,2,B maj,C♯ dim,B,C♯,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,30,3,C♯ dim,C♯ maj,C♯,C♯,dim,maj,True,0
spectral-flux,0.1,normal_no-sustain,30,4,C♯ maj,G♯ maj,C♯,G♯,maj,maj,False,1
spectral-flux,0.1,normal_no-sustain,30,5,G♯ maj,F maj,G♯,F,maj,maj,False,1
spectral-flux,0.1,normal_no-sustain,30,6,F maj,C♯ maj,F,C♯,maj,maj,False,0
spectral-flux,0.1,normal_no-sustain,30,7,C♯ maj,G♯ maj,C♯,G♯,maj,maj,False,1
spectral-flux,0.1,normal_no-sustain,30,8,G♯ maj,A♯ dim,G♯,A♯,maj,dim,False,1
spectral-flux,0.1,normal_no-sustain,31,0,A♯ dim,B min,A♯,B,dim,min,False,1
spectral-flux,0.1,normal_no-sustain,31,1,B min,C maj,B,C,min,maj,False,1
spectral-flux,0.1,normal_no-sustain,31,2,C maj,A♯ min,C,A♯,maj,min,False,1
spectral-flux,0.1,normal_no-sustain,31,3,A♯ min,F dim,A♯,F,min,dim,False,1
spectral-flux,0.1,normal_no-sustain,31,4,F dim,G dim,F,G,dim,dim,False,1
spectral-flux,0.1,normal_no-sustain,31,5,G dim,G dim,G,G,dim,dim,True,1
spectral-flux,0.1,normal_no-sustain,31,6,G dim,C♯ dim,G,C♯,dim,dim,False,0
spectral-flux,0.1,normal_no-sustain,31,7,C♯ dim,C maj,C♯,C,dim,maj,False,1
spectral-flux,0.1,normal_no-sustain,31,8,C maj,B maj,C,B,maj,maj,False,1
spectral-flux,0.2,normal_sustain,0,0,G min,G min,G,G,min,min,True,1
spectral-flux,0.2,normal_sustain,0,1,G min,G dim,G,G,min,dim,True,1
spectral-flux,0.2,normal_sustain,0,2,G dim,G♯ dim,G,G♯,dim,dim,False,1
spectral-flux,0.2,normal_sustain,0,3,G♯ dim,C♯ min,G♯,C♯,dim,min,False,1
spectral-flux,0.2,normal_sustain,0,4,C♯ min,A min,C♯,A,min,min,False,1
spectral-flux,0.2,normal_sustain,0,5,A min,C dim,A,C,min,dim,False,1
spectral-flux,0.2,normal_sustain,0,6,C dim,A min,C,A,dim,min,False,1
spectral-flux,0.2,normal_sustain,0,7,A min,F♯ dim,A,F♯,min,dim,False,1
spectral-flux,0.2,normal_sustain,0,8,F♯ dim,D dim,F♯,D,dim,dim,False,1
spectral-flux,0.2,normal_sustain,1,0,G♯ dim,D♯ dim,G♯,D♯,dim,dim,False,1
spectral-flux,0.2,normal_sustain,1,1,D♯ dim,G♯ min,D♯,G♯,dim,min,False,1
spectral-flux,0.2,normal_sustain,1,2,G♯ min,E dim,G♯,E,min,dim,False,1
spectral-flux,0.2,normal_sustain,1,3,E dim,G♯ min,E,G♯,dim,min,False,1
spectral-flux,0.2,normal_sustain,1,4,G♯ min,C♯ dim,G♯,C♯,min,dim,False,1
spectral-flux,0.2,normal_sustain,1,5,C♯ dim,C dim,C♯,C,dim,dim,False,1
spectral-flux,0.2,normal_sustain,1,6,C dim,E maj,C,E,dim,maj,False,1
spectral-flux,0.2,normal_sustain,1,7,E maj,F♯ min,E,F♯,maj,min,False,1
spectral-flux,0.2,normal_sustain,1,8,F♯ min,G min,F♯,G,min,min,False,1
spectral-flux,0.2,normal_sustain,2,0,A min,B min,A,B,min,min,False,1
spectral-flux,0.2,normal_sustain,2,1,B min,D♯ min,B,D♯,min,min,False,1
